"code","nom","adresse","latitude","longitude","horaires","jours_ouvert","image_url","email","telephone","ispmr","zone","paiement","acces","ouvert","actif","region.code","region.libelle","type.code","type.libelle"
1480,"Crous Market' Etoile","39 avenue du professeur Charles Foulon, RENNES",48.122803,-1.640106,"9h-15h, du lundi au vendredi","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1480/preview",NA,NA,TRUE,"Rennes est-beaulieu","Carte bancaire, IZLY","Bus,  arrêt 'Beaulieu Resto U'",FALSE,NA,24,"Rennes",2,"Cafétéria"
1102,"Cafétéria de l'IUT de Saint-Pierre",NA,-21.34094,55.490253,"7h15 à 15h30, Prestations : formule petit déjeuner, restauration rapide et diversifiée : sandwiches, salades, pizzas, glaces, boissons fraîches, etc.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1102/preview","restauration.sud@crous-reunion.fr",NA,TRUE,"Site sud","Espèces, Carte bancaire","",TRUE,NA,29,"La Réunion",1,"Restaurant"
2318,"Restaurant Lycée Agricole de Genech","Rue de la Libération, 59242 Genech",50.530716,3.215646,"","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,"03.20.84.57.08",NA,"Villeneuve d'ascq (pont de bois)","","",TRUE,NA,16,"Lille",4,"Restaurant agréé"
619,"Cafétéria Tréfilerie à Saint-Étienne","Campus Tréfilerie – Bât. A Pôle de vie de campus - 2 rue Edouard Vaillant - 42100 Saint-Etienne",45.427017,4.3911285,"Du lundi au vendredi, 8h à 18h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/619/preview","restaurant.saint-etienne@crous-lyon.fr","04.77.37.44.52",TRUE,"Saint-etienne","Carte bancaire, IZLY","Tramway T1 - T3",TRUE,NA,17,"Lyon",2,"Cafétéria"
726,"Cafétéria Skema ","60 avenue Dostoïevski 06902 Sophia Antipolis",43.613075,7.056314,"7h30 - 14h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/726/preview",NA,"04.93.95.32.88",FALSE,"Sophia-antipolis","Espèces, Carte bancaire","",TRUE,NA,20,"Nice",2,"Cafétéria"
727,"Resto U Hélios","2240 route des Lucioles 06410 Biot",43.616608,7.0700064,"11h - 14h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/727/preview",NA,"04.93.95.38.60",TRUE,"Sophia-antipolis","Carte bancaire, IZLY","",TRUE,NA,20,"Nice",1,"Restaurant"
763,"Cafétéria de Médecine","8 bis boulevard Tonnellé 37000 Tours",47.38612,0.66776,"Ouvert de 7h30 à 16h.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/763/preview",NA,NA,FALSE,"Tours","Carte bancaire, IZLY","",TRUE,NA,21,"Orléans-Tours",2,"Cafétéria"
155,"Brasserie La Palette","3, rue de la division Leclerc - 78280 Guyancourt",48.785927,2.051075,"8h30-15h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/155/preview",NA,"01.34.52.01.46",TRUE,"Yvelines","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",5,"Brasserie"
156,"RU et snack Saint-Germain","5, rue Pasteur - 78100 Saint-Germain-en-Laye",48.900745,2.070304,"11h30-14h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/156/preview",NA,"01.39.73.40.95",TRUE,"Val d'oise","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",5,"Brasserie"
164,"Cafétéria de l'Institut de Biologie","Bât. IBGBI, 23 boulevard de France, 91000 Évry",48.626972,2.4390812,"8h15-14h15","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/164/preview",NA,"01.69.47.76.02",TRUE,"Essonne","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",2,"Cafétéria"
1484,"Crous Market' Métronome","Avenue de la Bataille Flandres-Dunkerque, Rennes",48.121727,-1.701911,"8h30-14h30, du lundi au vendredi","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1484/preview",NA,NA,TRUE,"Rennes ouest-villejean","Carte bancaire, IZLY","Métro, bus, arrêt 'Villejean-Universités'",TRUE,NA,24,"Rennes",2,"Cafétéria"
2186,"Crous Market' Fougères","46 rue Jean Guéhenno  35 000 RENNES",48.118446,-1.671041,"9h-15h, du lundi au vendredi","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/2186/preview",NA,"02.99.38.03.22",TRUE,"Rennes centre","Carte bancaire, IZLY","Métro : arrêt 'Jules Ferry', Bus, arrêt 'Fac de Droit', 'Sévigné', 'Guéhenno'",TRUE,NA,24,"Rennes",2,"Cafétéria"
165,"Cafétéria de la BU","Bibliothèque de l'université - 92000 Nanterre",48.89242,2.215331,"8h-18h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,"01.40.97.72.58",FALSE,"Hauts de seine","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",2,"Cafétéria"
2213,"Cafétéria Escoffier","22, cours Pierre Vasseur - 91120 Palaiseau",48.713745,2.2038617,"11h30-18h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,"01.75.31.91.30",FALSE,"Essonne","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",2,"Cafétéria"
1447,"RU d'Annecy - Annecy-le-Vieux","3, chemin de Bellevue 74940 Annecy Le Vieux",45.920498,6.160948,"lundi au vendredi, de 11h30 à 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1447/preview",NA,"04.79.25.35.23",FALSE,"Annecy","IZLY","Bus  2, 4",TRUE,NA,15,"Grenoble",1,"Restaurant"
116,"Resto U' Blagnac","5 rue George Sand, 31700 Blagnac",43.651207,1.3737231,"Du lundi au vendredi de 11h45 à 13h45, Attention, ces horaires sont susceptibles d'évoluer.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/116/preview","restaurant.blagnac@crous-toulouse.fr","05.61.12.55.00",TRUE,"Toulouse","Carte bancaire, IZLY","Situé sur le campus de l'IUT, accès facile avec le tramway. Arrêt place Georges Brassens,",TRUE,NA,5,"Toulouse",1,"Restaurant"
2121,"Sévenans • Resto U'","rue de leupe, 90400 Sévenans",47.590073,6.867485,"Self, Ouvert du lundi au vendredi, le midi de 11h30 à 13h30, Snack, Ouvert du lundi au vendredi, le midi de 11h30 à 13h30, SevenGo, Ouverte du lundi au vendredi de 11h30 à 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/2121/preview","restauration-nfc@crous-bfc.fr","03.84.21.95.35",TRUE,"Sévenans","Espèces, Carte bancaire","",TRUE,NA,30,"Bourgogne Franche Comte",1,"Restaurant"
681,"(S)pace Brabois","9 avenue de la Forêt de Haye, 54500 Vandœuvre-lès-Nancy",48.648525,6.140494,"Lundi - vendredi, 11h30 - 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/681/preview",NA,"03.83.44.61.00",TRUE,"Vandœuvre-lès-nancy","Carte bancaire, IZLY","Ligne A : Terminus Vandœuvre CHU Brabois, Lignes 10, Résago 2 : Arrêt Campus Brabois Santé, Brabois Express : Arrêt Vandœuvre Brabois Santé",TRUE,NA,19,"Nancy-Metz",1,"Restaurant"
729,"Cafétéria Le Béal","RN 98 83130 La Garde",43.136776,6.0194993,"11h30 à 13h45","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/729/preview",NA,"04.94.08.83.00",TRUE,"La garde","Carte bancaire, IZLY","",TRUE,NA,20,"Nice",2,"Cafétéria"
839,"Cafétéria Pharmacie","Faculté de la Pharmacie de Paris, 4 avenue de l'Observatoire 75006 Paris",48.8433,2.33632,"Cafétéria :, Lundi au vendredi de 8h à 18h, Vente à emporter, Accessible aux étudiants et personnels d'Université de Paris.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/839/preview",NA,NA,FALSE,"Paris 06","Espèces, Carte bancaire","RER B : Port Royal",TRUE,NA,22,"Paris",2,"Cafétéria"
1382,"Resto U' Gallia","1 place de l'Université 67000 Strasbourg",48.58455,7.759972,"Ouvert du lundi au vendredi","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1382/preview",NA,"03.88.21.28.98",TRUE,"Strasbourg","Carte bancaire, IZLY","Tram C, E, F - arrêt Gallia",TRUE,NA,25,"Strasbourg",1,"Restaurant"
159,"Cafétéria de l'École d'architecture ","5, avenue de Sceaux - 78000 Versailles",48.800793,2.1270695,"8h30-17h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,"01.30.21.76.38",TRUE,"Yvelines","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",2,"Cafétéria"
1497,"Cafétéria 3.14","2 Avenue Jean Perrin 59650 Villeneuve-d'Ascq",50.61292,3.142183,"8h à 19h30 du lundi au vendredi, 8h à 12h30 le samedi","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, TRUE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, TRUE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1497/preview","restaurant.sully@crous-lille.fr","03.74.09.12.54",TRUE,"Villeneuve d'ascq (cité scientifique)","Carte bancaire, IZLY","Metro cite scientifique",TRUE,NA,16,"Lille",2,"Cafétéria"
755,"L'Anatidé","Campus 45000 Orléans",47.844673,1.935695,"Ouvert de 11h30 à 13h30.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/755/preview",NA,NA,FALSE,"Orléans","Carte bancaire, IZLY","",TRUE,NA,21,"Orléans-Tours",1,"Restaurant"
2208,"Cafétéria de l'IUT d'Orsay","Plateau de Moulon - 91400 Orsay",48.70831,2.164798,"8h-15h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,"01.69.33.60.15",FALSE,"Essonne","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",2,"Cafétéria"
2209,"RU Henri Moissan ","15, avenue des Sciences - 91190 Gif-sur-Yvette",48.712418,2.1721053,"11h30-14h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,"01.69.15.41.66",FALSE,"Essonne","IZLY","",TRUE,NA,6,"Versailles",1,"Restaurant"
1436,"RU Diderot - Saint-Martin-d'Hères","725, rue des universités - Domaine Universitaire - 38400 Saint-Martin-d'Hères",45.19064,5.768981,"du lundi au vendredi de 11h à 13h45","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1436/preview",NA,"04.76.82.40.86",TRUE,"Saint martin d'heres","Carte bancaire, IZLY","",TRUE,NA,15,"Grenoble",1,"Restaurant"
1529,"cafétéria la Terrasse","Chem. du Marquage, 62800 Liévin",50.4109,2.771125,"08h - 15h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1529/preview","restaurant.lens@crous-lille.fr",NA,FALSE,"Lens","Carte bancaire, IZLY","",TRUE,NA,16,"Lille",2,"Cafétéria"
769,"RU Tonnellé","8 bis boulevard Tonnellé 37000 Tours",47.38535,0.668039,"Ouvert de 11h30 à 13h45.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/769/preview",NA,NA,FALSE,"Tours","Carte bancaire, IZLY","",TRUE,NA,21,"Orléans-Tours",1,"Restaurant"
604,"Cafétéria Saint-Paul","10 Place des Archives - 69002 Lyon",45.746803,4.8271375,"Du lundi au vendredi, 7h30 à 16h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/604/preview","prestations.st-paul@crous-lyon.fr","04.72.32.51.01",TRUE,"Lyon 2ème","Carte bancaire, IZLY","Tram T2 - Arrêt place des Archives",TRUE,NA,17,"Lyon",2,"Cafétéria"
910,"Moovy Market'","104 Boulevard de la Duchesse Anne  35 000 RENNES",48.12243,-1.669217,"11h30-13h45, du lundi au vendredi","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/910/preview","ru.rennes.centre@crous-rennes.fr","02.99.38.03.22",TRUE,"Rennes centre","Carte bancaire, IZLY","Métro : arrêt 'Jules Ferry'",TRUE,NA,24,"Rennes",1,"Restaurant"
167,"Cafétéria Soft Rock - Vauban","1, boulevard d'Alembert - 78280 Guyancourt",48.77997,2.0435216,"11h30-14h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/167/preview",NA,"01.34.52.01.46",FALSE,"Yvelines","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",2,"Cafétéria"
1386,"Resto U' Paul Appell","23 rue du Jura 67000 Strasbourg",48.575897,7.763448,"LE SELF vous accueille du lundi au vendredi, de 11h30 à 13h45, L’ANNEXE ET LE RESTAURANT PRIVATIF - LE PALERME :, du lundi au vendredi, de 11h30 à 13h45, > Réservation : julien.ledogar@crous-strasbourg.fr","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1386/preview",NA,NA,TRUE,"Strasbourg","IZLY","Tram C, E - arrêt Esplanade, Bus 30/31, 15 - Arrêt Palerme",TRUE,NA,25,"Strasbourg",1,"Restaurant"
1413,"Resto U' Ambroise Croizat","26 rue Roger Amsler - 49000 Angers",47.4865,-0.552908,"Du lundi au vendredi de 11h15 à 13h45","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, TRUE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1413/preview",NA,NA,TRUE,"Angers","IZLY","Tram - Arrêt Capucins",TRUE,NA,27,"Nantes",1,"Restaurant"
363,"RESTO U' LA VERANDA","Restaurant universitaire - Campus des Cézeaux 63170 Aubière",45.7586,3.11371,"Ouverte du lundi au vendredi de 11h30 à 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/363/preview","restaurant-cezeaux@crous-clermont.fr","04.73.28.89.50",TRUE,"Rcz - cezeaux","Espèces, Carte bancaire","Ligne : tram A / Arret : Campus",FALSE,NA,11,"Clermont-Ferrand",1,"Restaurant"
1454,"RU La Chautagne - Bourget-du-Lac","Rue du Lac de la Thuile 73370 Le Bourget du Lac",45.643566,5.863781,"midi : 11h20 - 13h40, soir : 18h30 - 19h30 (lun. au jeudi.)","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1454/preview",NA,"04.79.25.23.83",FALSE,"Bourget du lac","Carte bancaire, IZLY","04 79 25 23 83",TRUE,NA,15,"Grenoble",1,"Restaurant"
2196,"Cafétéria le Labo ","11 rue Guillaume Paradin - 69008 Lyon",45.737236,4.8888025,"Du lundi au vendredi, 7h30 à 16h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/2196/preview","laetitia.averous@crous-lyon.fr","04.72.80.13.15",TRUE,"Rockefeller","Carte bancaire, IZLY","Métro ligne D - Station Laennec, Tram T2 - Arrêt Ambroise Paré",TRUE,NA,17,"Lyon",2,"Cafétéria"
2143,"Restaurant COTE DE NACRE","Campus 2, Boulevard Marechal Juin 14000 CAEN",49.213383,-0.36576748,"Du lundi au vendredi de 11h30 à 13h30 et de 18h30 à 20h00","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, FALSE, TRUE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, FALSE, TRUE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/2143/preview","cotedenacre@crous-normandie.fr","02.31.56.76.00",TRUE,"Campus 2","Carte bancaire, IZLY","Tram T2, Arrêt 'Campus 2'",TRUE,NA,31,"Normandie",1,"Restaurant"
136,"Cafétéria Le Tropical","Bâtiment 406, rue Claude Bernard - 91400 Orsay",48.704098,2.1815696,"8h-18h, le samedi : 9h-14h, ","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, TRUE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, TRUE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/136/preview",NA,"01.69.15.41.66",TRUE,"Essonne","Carte bancaire, IZLY","",TRUE,NA,6,"Versailles",2,"Cafétéria"
